Order Line,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit
6355,US-2015-109015,9/6/2015,9/12/2015,Standard Class,BS-11590,TEC-PH-10002922,337.98,2,0.00,101.39
6356,CA-2014-110611,10/6/2014,10/13/2014,Standard Class,JD-16015,OFF-ST-10000642,83.92,5,0.20,-13.64
6357,CA-2017-139080,1/23/2017,1/28/2017,Standard Class,CS-12250,OFF-BI-10001757,19.68,5,0.20,6.89
6358,CA-2017-139080,1/23/2017,1/28/2017,Standard Class,CS-12250,OFF-PA-10004621,25.92,4,0.00,12.44
6359,CA-2017-139080,1/23/2017,1/28/2017,Standard Class,CS-12250,OFF-PA-10002262,6.48,1,0.00,3.11
6360,CA-2017-139080,1/23/2017,1/28/2017,Standard Class,CS-12250,TEC-PH-10004100,86.35,6,0.20,8.64
6361,CA-2015-115693,12/10/2015,12/15/2015,Standard Class,FC-14245,OFF-AR-10003582,56.30,2,0.00,15.76
6362,US-2014-107993,11/25/2014,11/30/2014,Standard Class,SE-20110,OFF-AR-10003179,51.02,7,0.20,8.29
6363,CA-2017-110443,11/21/2017,11/25/2017,Standard Class,CK-12205,OFF-BI-10001670,150.80,5,0.20,56.55
6364,CA-2017-110443,11/21/2017,11/25/2017,Standard Class,CK-12205,TEC-MA-10002073,1039.99,1,0.20,104.00
6365,CA-2017-110443,11/21/2017,11/25/2017,Standard Class,CK-12205,OFF-PA-10003797,51.84,8,0.00,24.88
6366,CA-2017-144848,4/4/2017,4/5/2017,First Class,DS-13030,TEC-PH-10004006,41.22,1,0.00,11.13
6367,CA-2017-144848,4/4/2017,4/5/2017,First Class,DS-13030,OFF-SU-10000646,240.37,1,0.00,7.21
6368,CA-2017-144848,4/4/2017,4/5/2017,First Class,DS-13030,TEC-PH-10002262,119.02,2,0.00,33.33
6369,US-2017-147998,5/19/2017,5/24/2017,Standard Class,SA-20830,OFF-BI-10002082,133.12,5,0.20,49.92
6370,CA-2016-103919,10/3/2016,10/7/2016,Standard Class,TP-21565,FUR-FU-10001756,38.08,5,0.60,-29.51
6371,CA-2016-113425,11/21/2016,11/21/2016,Same Day,JK-16120,FUR-BO-10002598,113.57,2,0.20,12.78
6372,CA-2017-143035,10/3/2017,10/5/2017,Second Class,CC-12430,FUR-FU-10001934,83.92,4,0.00,21.82
6373,CA-2017-143035,10/3/2017,10/5/2017,Second Class,CC-12430,OFF-AR-10001130,6.63,3,0.00,3.12
6374,CA-2017-143035,10/3/2017,10/5/2017,Second Class,CC-12430,TEC-AC-10002049,371.97,3,0.00,66.95
6375,CA-2014-107811,4/29/2014,5/3/2014,Standard Class,LA-16780,FUR-CH-10001394,561.58,2,0.20,70.20
6376,CA-2014-107811,4/29/2014,5/3/2014,Standard Class,LA-16780,OFF-ST-10000798,99.92,5,0.20,-1.25
6377,CA-2016-163216,10/7/2016,10/10/2016,First Class,AW-10930,OFF-LA-10000134,4.93,2,0.20,1.72
6378,US-2016-116442,12/15/2016,12/22/2016,Standard Class,BP-11230,FUR-FU-10002364,14.76,2,0.00,4.28
6379,CA-2017-150623,4/10/2017,4/14/2017,Standard Class,DB-13360,TEC-AC-10004571,99.99,1,0.00,42.00
6380,CA-2017-150623,4/10/2017,4/14/2017,Standard Class,DB-13360,OFF-ST-10003692,286.15,5,0.00,71.54
6381,US-2014-163797,4/8/2014,4/13/2014,Standard Class,PC-19000,OFF-FA-10001883,49.79,8,0.20,-11.83
6382,CA-2016-127236,3/29/2016,4/2/2016,Standard Class,TB-21595,FUR-BO-10004015,299.98,5,0.50,-167.99
6383,CA-2016-127236,3/29/2016,4/2/2016,Standard Class,TB-21595,TEC-PH-10000141,158.38,4,0.40,-36.95
6384,US-2017-104661,1/15/2017,1/18/2017,First Class,TB-21250,OFF-BI-10001597,32.78,4,0.80,-52.45
6385,US-2017-104661,1/15/2017,1/18/2017,First Class,TB-21250,TEC-AC-10003628,47.98,2,0.20,14.40
6386,US-2017-104661,1/15/2017,1/18/2017,First Class,TB-21250,TEC-AC-10002331,62.59,8,0.20,13.30
6387,US-2017-104661,1/15/2017,1/18/2017,First Class,TB-21250,OFF-BI-10001098,4.28,1,0.80,-6.63
6388,CA-2014-134103,1/30/2014,2/4/2014,Standard Class,MV-18190,OFF-PA-10001204,10.56,2,0.00,4.75
6389,CA-2014-134103,1/30/2014,2/4/2014,Standard Class,MV-18190,OFF-ST-10000991,229.94,2,0.00,6.90
6390,CA-2015-147529,2/7/2015,2/11/2015,Standard Class,DK-12835,OFF-EN-10000056,311.15,5,0.00,146.24
6391,CA-2015-147529,2/7/2015,2/11/2015,Standard Class,DK-12835,OFF-PA-10003349,12.96,2,0.00,6.35
6392,CA-2016-129126,12/14/2016,12/19/2016,Standard Class,PK-19075,OFF-PA-10001471,14.62,2,0.00,6.73
6393,CA-2016-129126,12/14/2016,12/19/2016,Standard Class,PK-19075,OFF-LA-10003190,5.76,2,0.00,2.82
6394,CA-2016-129126,12/14/2016,12/19/2016,Standard Class,PK-19075,OFF-FA-10000621,21.48,6,0.00,10.53
6395,CA-2016-129126,12/14/2016,12/19/2016,Standard Class,PK-19075,FUR-FU-10002937,396.92,4,0.00,198.46
6396,CA-2016-129126,12/14/2016,12/19/2016,Standard Class,PK-19075,OFF-ST-10004507,17.15,1,0.00,4.63
6397,CA-2016-129126,12/14/2016,12/19/2016,Standard Class,PK-19075,OFF-BI-10000279,23.12,2,0.20,7.80
6398,CA-2017-131632,10/31/2017,11/4/2017,Standard Class,AH-10120,OFF-AR-10003651,5.25,2,0.20,0.59
6399,CA-2017-151981,8/6/2017,8/12/2017,Standard Class,GM-14455,TEC-PH-10003601,824.95,5,0.00,247.49
6400,CA-2017-151981,8/6/2017,8/12/2017,Standard Class,GM-14455,OFF-LA-10002195,24.64,8,0.00,11.83
6401,CA-2017-151981,8/6/2017,8/12/2017,Standard Class,GM-14455,OFF-AR-10000380,227.88,6,0.00,68.36
6402,CA-2017-125472,5/30/2017,5/31/2017,First Class,BD-11725,FUR-BO-10000330,241.96,2,0.00,33.87
6403,CA-2017-125472,5/30/2017,5/31/2017,First Class,BD-11725,OFF-BI-10000591,3.89,1,0.00,1.87
6404,CA-2017-125472,5/30/2017,5/31/2017,First Class,BD-11725,FUR-FU-10001731,8.01,3,0.00,3.04
6405,CA-2015-156328,11/30/2015,12/5/2015,Standard Class,RM-19375,TEC-PH-10001198,177.48,3,0.20,19.97
6406,CA-2017-154074,8/31/2017,9/2/2017,Second Class,BW-11110,FUR-CH-10002331,569.57,2,0.20,7.12
6407,CA-2017-154074,8/31/2017,9/2/2017,Second Class,BW-11110,OFF-ST-10002370,149.73,7,0.00,43.42
6408,CA-2017-161774,5/14/2017,5/15/2017,First Class,GT-14710,FUR-CH-10003981,899.43,5,0.30,-12.85
6409,CA-2017-161774,5/14/2017,5/15/2017,First Class,GT-14710,OFF-AR-10001446,46.20,5,0.20,5.78
6410,CA-2017-161774,5/14/2017,5/15/2017,First Class,GT-14710,OFF-PA-10000300,47.95,3,0.20,16.18
6411,CA-2017-161774,5/14/2017,5/15/2017,First Class,GT-14710,TEC-PH-10004071,7.99,1,0.20,0.70
6412,CA-2017-161774,5/14/2017,5/15/2017,First Class,GT-14710,OFF-PA-10003134,76.86,2,0.20,26.90
6413,CA-2017-151211,8/17/2017,8/23/2017,Standard Class,AH-10120,OFF-BI-10002735,102.93,3,0.00,48.38
6414,CA-2017-151211,8/17/2017,8/23/2017,Standard Class,AH-10120,TEC-AC-10004510,98.16,6,0.00,9.82
6415,CA-2017-142671,11/10/2017,11/14/2017,Second Class,DR-12940,OFF-BI-10004099,11.52,5,0.70,-7.68
6416,CA-2017-144750,8/21/2017,8/21/2017,Same Day,DL-13495,OFF-PA-10003395,83.88,1,0.20,29.36
6417,CA-2016-111976,3/8/2016,3/12/2016,Standard Class,BD-11620,TEC-PH-10002890,108.58,4,0.40,-25.33
6418,CA-2016-111976,3/8/2016,3/12/2016,Standard Class,BD-11620,OFF-FA-10004968,5.98,2,0.20,-1.35
6419,CA-2016-140130,10/31/2016,11/5/2016,Standard Class,HW-14935,OFF-SU-10001218,21.96,2,0.00,6.15
6420,CA-2016-140130,10/31/2016,11/5/2016,Standard Class,HW-14935,FUR-CH-10002084,368.97,3,0.00,81.17
6421,CA-2016-140130,10/31/2016,11/5/2016,Standard Class,HW-14935,OFF-AR-10004269,12.39,3,0.00,3.47
6422,CA-2016-140130,10/31/2016,11/5/2016,Standard Class,HW-14935,OFF-ST-10001128,332.94,3,0.00,9.99
6423,CA-2014-159121,7/26/2014,8/1/2014,Standard Class,JO-15145,TEC-AC-10002006,111.93,7,0.00,34.70
6424,CA-2015-149650,10/24/2015,10/27/2015,First Class,RD-19660,FUR-CH-10003956,454.27,8,0.20,-73.82
6425,CA-2017-115777,8/19/2017,8/24/2017,Standard Class,DO-13645,OFF-PA-10000552,19.44,3,0.00,9.33
6426,CA-2016-143714,5/23/2016,5/27/2016,Standard Class,CC-12370,TEC-CO-10004722,8399.98,4,0.40,1120.00
6427,CA-2016-143714,5/23/2016,5/27/2016,Standard Class,CC-12370,OFF-BI-10004308,6.29,1,0.70,-4.20
6428,CA-2016-143714,5/23/2016,5/27/2016,Standard Class,CC-12370,OFF-PA-10000029,10.37,2,0.20,3.63
6429,CA-2016-143714,5/23/2016,5/27/2016,Standard Class,CC-12370,TEC-PH-10004080,122.38,3,0.40,-24.48
6430,CA-2014-165764,11/3/2014,11/7/2014,Standard Class,SH-20395,OFF-ST-10001558,25.98,2,0.20,-1.62
6431,CA-2014-165764,11/3/2014,11/7/2014,Standard Class,SH-20395,FUR-TA-10001768,945.04,6,0.40,-299.26
6432,CA-2014-165764,11/3/2014,11/7/2014,Standard Class,SH-20395,OFF-BI-10002982,14.30,7,0.70,-10.49
6433,CA-2014-165764,11/3/2014,11/7/2014,Standard Class,SH-20395,FUR-FU-10001468,410.35,3,0.20,-51.29
6434,CA-2015-121405,3/30/2015,4/4/2015,Standard Class,FC-14335,OFF-PA-10001838,23.52,5,0.20,8.53
6435,CA-2015-121405,3/30/2015,4/4/2015,Standard Class,FC-14335,TEC-PH-10002890,180.96,5,0.20,13.57
6436,US-2017-116897,5/27/2017,5/29/2017,First Class,JG-15160,FUR-FU-10004963,35.00,4,0.00,14.70
6437,US-2017-116897,5/27/2017,5/29/2017,First Class,JG-15160,OFF-ST-10000025,477.15,5,0.00,28.63
6438,US-2017-116897,5/27/2017,5/29/2017,First Class,JG-15160,TEC-PH-10004389,302.38,3,0.20,22.68
6439,US-2017-113992,12/14/2017,12/19/2017,Standard Class,LC-16885,FUR-TA-10000577,974.99,4,0.30,-97.50
6440,CA-2014-166891,10/4/2014,10/6/2014,First Class,CC-12220,FUR-CH-10003298,589.41,5,0.10,-6.55
6441,CA-2016-101161,10/13/2016,10/20/2016,Standard Class,BW-11110,OFF-AR-10001860,34.70,5,0.00,12.49
6442,CA-2016-101161,10/13/2016,10/20/2016,Standard Class,BW-11110,OFF-ST-10003123,99.87,3,0.00,23.97
6443,CA-2016-101161,10/13/2016,10/20/2016,Standard Class,BW-11110,OFF-PA-10001295,37.94,2,0.00,18.21
6444,CA-2016-101161,10/13/2016,10/20/2016,Standard Class,BW-11110,OFF-LA-10000407,24.90,5,0.00,11.45
6445,CA-2016-101161,10/13/2016,10/20/2016,Standard Class,BW-11110,FUR-FU-10003535,82.26,3,0.00,33.73
6446,CA-2015-151785,3/5/2015,3/10/2015,Standard Class,JJ-15445,OFF-FA-10000611,7.10,6,0.20,2.49
6447,US-2017-119816,3/4/2017,3/6/2017,Second Class,TT-21460,FUR-FU-10004848,103.50,5,0.60,-77.63
6448,US-2017-119816,3/4/2017,3/6/2017,Second Class,TT-21460,OFF-LA-10002381,2.46,1,0.20,0.86
6449,US-2017-119816,3/4/2017,3/6/2017,Second Class,TT-21460,OFF-ST-10000918,8.72,1,0.20,0.65
6450,CA-2015-156510,9/25/2015,9/29/2015,Standard Class,EH-13990,OFF-BI-10000822,10.76,2,0.00,5.16
6451,CA-2015-156510,9/25/2015,9/29/2015,Standard Class,EH-13990,OFF-PA-10002222,45.68,2,0.00,21.01
6452,CA-2015-156510,9/25/2015,9/29/2015,Standard Class,EH-13990,OFF-AR-10004930,6.70,1,0.00,2.21
6453,US-2015-110261,12/19/2015,12/23/2015,Second Class,PR-18880,TEC-PH-10001750,158.38,3,0.20,13.86
6454,CA-2015-125710,10/8/2015,10/13/2015,Standard Class,BT-11680,OFF-AR-10000657,3.44,2,0.20,0.56
6455,CA-2017-161102,7/31/2017,8/3/2017,First Class,EC-14050,OFF-ST-10003442,56.56,2,0.00,15.27
6456,CA-2017-161102,7/31/2017,8/3/2017,First Class,EC-14050,FUR-FU-10003142,36.96,7,0.00,11.46
6457,CA-2014-110065,8/5/2014,8/11/2014,Standard Class,SP-20650,TEC-PH-10002468,135.99,1,0.00,36.72
6458,CA-2014-110065,8/5/2014,8/11/2014,Standard Class,SP-20650,OFF-AR-10004165,15.96,7,0.00,7.02
6459,US-2017-133361,5/14/2017,5/17/2017,First Class,AJ-10780,OFF-AR-10001919,3.76,2,0.00,1.09
6460,US-2017-133361,5/14/2017,5/17/2017,First Class,AJ-10780,OFF-AR-10003045,14.70,5,0.00,6.62
6461,US-2017-133361,5/14/2017,5/17/2017,First Class,AJ-10780,OFF-AR-10003338,37.20,5,0.00,9.30
6462,US-2017-133361,5/14/2017,5/17/2017,First Class,AJ-10780,TEC-AC-10003280,89.97,3,0.00,18.89
6463,US-2017-133361,5/14/2017,5/17/2017,First Class,AJ-10780,FUR-CH-10003298,261.96,2,0.00,23.58
6464,US-2017-133361,5/14/2017,5/17/2017,First Class,AJ-10780,OFF-LA-10004544,74.00,5,0.00,37.00
6465,US-2016-155404,9/22/2016,9/28/2016,Standard Class,AS-10630,FUR-FU-10004586,13.28,2,0.00,6.37
6466,CA-2015-114503,11/13/2015,11/17/2015,Standard Class,AA-10375,OFF-ST-10003572,84.96,6,0.20,6.37
6467,CA-2017-153080,5/22/2017,5/25/2017,Second Class,EH-13945,TEC-AC-10002331,68.46,7,0.00,25.33
6468,CA-2016-163804,12/2/2016,12/8/2016,Standard Class,DB-13270,OFF-ST-10000142,2079.40,5,0.00,582.23
6469,CA-2016-163804,12/2/2016,12/8/2016,Standard Class,DB-13270,TEC-PH-10000441,629.95,5,0.00,176.39
6470,CA-2016-163804,12/2/2016,12/8/2016,Standard Class,DB-13270,FUR-FU-10004864,72.42,6,0.00,23.90
6471,CA-2015-108532,8/29/2015,9/2/2015,Standard Class,CC-12100,TEC-PH-10001750,131.98,2,0.00,35.63
6472,CA-2015-108532,8/29/2015,9/2/2015,Standard Class,CC-12100,TEC-AC-10004510,114.52,7,0.00,11.45
6473,CA-2014-151897,6/6/2014,6/10/2014,Standard Class,VT-21700,OFF-LA-10001074,100.24,10,0.20,33.83
6474,CA-2016-113292,3/18/2016,3/20/2016,Second Class,DB-13060,OFF-AP-10003590,871.80,3,0.20,87.18
6475,CA-2014-149524,1/14/2014,1/15/2014,First Class,BS-11590,FUR-BO-10003433,61.96,4,0.50,-53.29
6476,CA-2017-140872,6/3/2017,6/10/2017,Standard Class,NR-18550,OFF-BI-10002432,4.55,3,0.70,-3.49
6477,CA-2017-140872,6/3/2017,6/10/2017,Standard Class,NR-18550,OFF-AP-10003622,5.20,2,0.20,0.59
6478,CA-2017-140872,6/3/2017,6/10/2017,Standard Class,NR-18550,TEC-AC-10003832,205.99,1,0.20,-2.57
6479,CA-2017-140872,6/3/2017,6/10/2017,Standard Class,NR-18550,OFF-PA-10000809,15.55,3,0.20,5.44
6480,CA-2017-140872,6/3/2017,6/10/2017,Standard Class,NR-18550,TEC-PH-10000441,503.96,5,0.20,50.40
6481,CA-2017-140872,6/3/2017,6/10/2017,Standard Class,NR-18550,OFF-AP-10002287,24.47,7,0.20,1.84
6482,CA-2017-140872,6/3/2017,6/10/2017,Standard Class,NR-18550,FUR-BO-10002824,241.57,2,0.20,0.00
6483,CA-2017-140872,6/3/2017,6/10/2017,Standard Class,NR-18550,TEC-AC-10002942,110.40,2,0.20,-4.14
6484,CA-2017-113908,6/3/2017,6/9/2017,Standard Class,KN-16390,FUR-TA-10001932,384.77,2,0.40,-115.43
6485,CA-2017-113908,6/3/2017,6/9/2017,Standard Class,KN-16390,TEC-MA-10003173,78.66,6,0.00,36.18
6486,CA-2017-113908,6/3/2017,6/9/2017,Standard Class,KN-16390,OFF-PA-10004156,45.36,4,0.00,22.23
6487,CA-2015-120621,3/21/2015,3/26/2015,Standard Class,JW-16075,OFF-AP-10002945,962.08,4,0.20,156.34
6488,CA-2015-120621,3/21/2015,3/26/2015,Standard Class,JW-16075,OFF-BI-10000948,12.84,3,0.70,-9.85
6489,CA-2015-120621,3/21/2015,3/26/2015,Standard Class,JW-16075,OFF-PA-10002254,295.46,14,0.20,96.02
6490,US-2017-148866,9/19/2017,9/24/2017,Standard Class,JM-15535,OFF-PA-10004782,32.40,5,0.00,15.55
6491,CA-2014-149594,9/15/2014,9/19/2014,Standard Class,MF-18250,FUR-FU-10000222,103.94,4,0.20,16.89
6492,CA-2016-113845,11/20/2016,11/25/2016,Standard Class,FA-14230,FUR-BO-10004695,289.57,2,0.20,10.86
6493,CA-2016-113845,11/20/2016,11/25/2016,Standard Class,FA-14230,OFF-ST-10003327,39.72,5,0.20,4.47
6494,CA-2016-113845,11/20/2016,11/25/2016,Standard Class,FA-14230,TEC-PH-10003357,244.77,4,0.20,24.48
6495,CA-2017-111262,10/28/2017,11/1/2017,Second Class,KH-16510,TEC-AC-10002167,24.00,2,0.20,-2.70
6496,CA-2017-111262,10/28/2017,11/1/2017,Second Class,KH-16510,OFF-PA-10001937,15.55,3,0.20,5.44
6497,CA-2017-111262,10/28/2017,11/1/2017,Second Class,KH-16510,TEC-AC-10004510,26.18,2,0.20,-3.27
6498,CA-2015-103135,7/24/2015,7/28/2015,Standard Class,SS-20515,FUR-FU-10001487,20.94,3,0.00,6.07
6499,CA-2015-103135,7/24/2015,7/28/2015,Standard Class,SS-20515,OFF-BI-10000069,135.09,9,0.00,62.14
6500,CA-2015-103135,7/24/2015,7/28/2015,Standard Class,SS-20515,TEC-AC-10003289,279.86,14,0.00,64.37
6501,CA-2015-103135,7/24/2015,7/28/2015,Standard Class,SS-20515,OFF-BI-10000069,90.06,6,0.00,41.43
6502,CA-2014-129147,11/2/2014,11/6/2014,Standard Class,LC-17050,TEC-PH-10001299,539.96,6,0.40,-107.99
6503,CA-2014-129147,11/2/2014,11/6/2014,Standard Class,LC-17050,TEC-PH-10001552,50.23,7,0.40,-10.05
6504,CA-2014-129147,11/2/2014,11/6/2014,Standard Class,LC-17050,OFF-BI-10001098,19.24,3,0.70,-13.47
6505,CA-2017-128265,11/17/2017,11/22/2017,Second Class,VW-21775,OFF-ST-10000142,1247.64,3,0.00,349.34
6506,CA-2016-152331,6/26/2016,6/30/2016,Standard Class,LD-16855,OFF-AR-10001547,5.30,3,0.20,0.46
6507,US-2016-128909,10/9/2016,10/11/2016,Second Class,SP-20545,OFF-PA-10001593,19.14,4,0.20,5.98
6508,US-2016-128909,10/9/2016,10/11/2016,Second Class,SP-20545,FUR-FU-10004071,332.83,4,0.20,-24.96
6509,CA-2017-102197,12/20/2017,12/26/2017,Standard Class,DK-13150,OFF-PA-10001970,279.90,5,0.00,137.15
6510,CA-2017-102197,12/20/2017,12/26/2017,Standard Class,DK-13150,OFF-BI-10001524,50.35,3,0.20,17.62
6511,CA-2017-102197,12/20/2017,12/26/2017,Standard Class,DK-13150,OFF-PA-10004156,34.02,3,0.00,16.67
6512,CA-2017-167640,3/6/2017,3/10/2017,Standard Class,FC-14245,OFF-AR-10003158,23.88,6,0.00,8.12
6513,CA-2017-167640,3/6/2017,3/10/2017,Standard Class,FC-14245,OFF-LA-10004559,11.52,4,0.00,5.64
6514,CA-2017-167640,3/6/2017,3/10/2017,Standard Class,FC-14245,OFF-PA-10001033,286.93,7,0.00,140.60
6515,CA-2017-167640,3/6/2017,3/10/2017,Standard Class,FC-14245,TEC-PH-10001336,206.38,2,0.20,23.22
6516,US-2017-116652,9/15/2017,9/19/2017,Standard Class,RD-19480,FUR-CH-10002961,218.35,3,0.20,0.00
6517,US-2017-116652,9/15/2017,9/19/2017,Standard Class,RD-19480,FUR-FU-10001488,529.90,5,0.00,105.98
6518,US-2017-116652,9/15/2017,9/19/2017,Standard Class,RD-19480,OFF-AR-10001915,99.30,10,0.00,41.71
6519,US-2017-116652,9/15/2017,9/19/2017,Standard Class,RD-19480,OFF-AP-10001205,108.96,2,0.00,30.51
6520,US-2017-116652,9/15/2017,9/19/2017,Standard Class,RD-19480,OFF-BI-10004528,2.69,1,0.20,0.84
6521,CA-2017-138289,1/16/2017,1/18/2017,Second Class,AR-10540,OFF-BI-10004995,5443.96,4,0.00,2504.22
6522,CA-2017-138289,1/16/2017,1/18/2017,Second Class,AR-10540,FUR-CH-10004626,302.67,3,0.00,72.64
6523,CA-2017-138289,1/16/2017,1/18/2017,Second Class,AR-10540,OFF-PA-10001260,56.07,7,0.00,25.23
6524,CA-2016-129308,7/7/2016,7/13/2016,Standard Class,CC-12100,OFF-LA-10002945,10.08,2,0.20,3.28
6525,CA-2016-129308,7/7/2016,7/13/2016,Standard Class,CC-12100,TEC-PH-10002310,59.99,1,0.40,-13.00
6526,CA-2016-129308,7/7/2016,7/13/2016,Standard Class,CC-12100,OFF-BI-10001525,5.72,5,0.70,-4.76
6527,CA-2016-129308,7/7/2016,7/13/2016,Standard Class,CC-12100,OFF-BI-10001308,9.42,5,0.70,-7.85
6528,CA-2016-157791,12/23/2016,12/28/2016,Second Class,CA-11965,TEC-CO-10002095,1999.96,4,0.00,899.98
6529,CA-2014-146864,12/22/2014,12/26/2014,Standard Class,BT-11530,OFF-ST-10004946,216.40,4,0.00,56.26
6530,CA-2014-103744,2/23/2014,2/27/2014,Standard Class,MG-17875,OFF-LA-10004425,6.94,3,0.20,2.34
6531,CA-2014-103744,2/23/2014,2/27/2014,Standard Class,MG-17875,OFF-BI-10000320,4.43,3,0.80,-6.86
6532,US-2017-107384,12/4/2017,12/8/2017,Standard Class,TP-21130,OFF-AR-10001315,8.80,5,0.00,2.55
6533,US-2017-107384,12/4/2017,12/8/2017,Standard Class,TP-21130,TEC-AC-10004595,142.80,1,0.00,29.99
6534,US-2017-107384,12/4/2017,12/8/2017,Standard Class,TP-21130,TEC-AC-10001539,399.95,5,0.00,143.98
6535,CA-2014-128209,11/17/2014,11/22/2014,Standard Class,GT-14710,OFF-BI-10001359,2152.78,3,0.20,726.56
6536,CA-2014-128209,11/17/2014,11/22/2014,Standard Class,GT-14710,FUR-BO-10002213,4007.84,10,0.20,-50.10
6537,CA-2014-169684,10/20/2014,10/23/2014,First Class,FH-14365,FUR-TA-10003008,328.59,3,0.40,-147.87
6538,CA-2014-169684,10/20/2014,10/23/2014,First Class,FH-14365,OFF-ST-10000934,98.35,3,0.20,-24.59
6539,CA-2015-109862,10/25/2015,10/30/2015,Standard Class,HK-14890,TEC-PH-10004042,158.99,1,0.00,41.34
6540,CA-2015-109862,10/25/2015,10/30/2015,Standard Class,HK-14890,FUR-CH-10002439,291.10,5,0.00,75.69
6541,US-2017-107888,11/16/2017,11/19/2017,First Class,CC-12220,OFF-PA-10001363,73.68,6,0.00,34.63
6542,US-2017-107888,11/16/2017,11/19/2017,First Class,CC-12220,FUR-FU-10003394,139.92,2,0.00,23.79
6543,US-2017-107888,11/16/2017,11/19/2017,First Class,CC-12220,TEC-PH-10003171,107.88,3,0.20,10.79
6544,US-2017-107888,11/16/2017,11/19/2017,First Class,CC-12220,OFF-ST-10003123,33.29,1,0.00,7.99
6545,US-2017-154872,5/14/2017,5/18/2017,Standard Class,DP-13000,OFF-BI-10003007,58.17,5,0.70,-46.54
6546,US-2017-154872,5/14/2017,5/18/2017,Standard Class,DP-13000,OFF-LA-10000973,5.04,2,0.20,1.76
6547,US-2017-154872,5/14/2017,5/18/2017,Standard Class,DP-13000,OFF-PA-10000483,24.78,1,0.20,7.75
6548,CA-2014-113880,3/1/2014,3/5/2014,Standard Class,VF-21715,FUR-CH-10000863,634.12,6,0.30,-172.12
6549,CA-2014-113880,3/1/2014,3/5/2014,Standard Class,VF-21715,OFF-PA-10003036,17.47,3,0.20,5.68
6550,US-2015-164966,7/30/2015,8/1/2015,First Class,GH-14410,FUR-CH-10002304,155.88,6,0.00,38.97
6551,CA-2015-126739,11/1/2015,11/3/2015,Second Class,JH-16180,FUR-CH-10000422,327.56,4,0.10,21.84
6552,CA-2017-161578,12/16/2017,12/21/2017,Second Class,RB-19465,OFF-PA-10002986,13.36,2,0.00,6.41
6553,CA-2017-161578,12/16/2017,12/21/2017,Second Class,RB-19465,OFF-ST-10002289,158.90,5,0.00,7.95
6554,CA-2014-137092,10/20/2014,10/22/2014,Second Class,LS-16975,TEC-AC-10001606,319.97,4,0.20,71.99
6555,CA-2014-137092,10/20/2014,10/22/2014,Second Class,LS-16975,OFF-ST-10003805,505.32,3,0.20,31.58
6556,CA-2014-137092,10/20/2014,10/22/2014,Second Class,LS-16975,OFF-PA-10002109,3.81,1,0.20,1.24
6557,CA-2014-137092,10/20/2014,10/22/2014,Second Class,LS-16975,OFF-BI-10000632,8.68,1,0.80,-14.76
6558,CA-2014-137092,10/20/2014,10/22/2014,Second Class,LS-16975,OFF-LA-10003510,24.42,1,0.20,7.94
6559,CA-2015-166947,6/5/2015,6/10/2015,Standard Class,EB-13750,FUR-CH-10004997,1522.64,9,0.10,169.18
6560,CA-2016-160941,7/21/2016,7/26/2016,Standard Class,DK-12835,OFF-EN-10003001,419.90,5,0.00,197.35
6561,CA-2016-160941,7/21/2016,7/26/2016,Standard Class,DK-12835,OFF-LA-10003766,3.15,1,0.00,1.51
6562,CA-2017-144680,3/31/2017,4/2/2017,First Class,SC-20260,OFF-AP-10003040,33.62,5,0.80,-90.77
6563,CA-2014-166086,5/7/2014,5/12/2014,Standard Class,CT-11995,OFF-BI-10001078,16.14,3,0.00,7.91
6564,CA-2014-166086,5/7/2014,5/12/2014,Standard Class,CT-11995,FUR-TA-10003469,194.25,2,0.30,-38.85
6565,CA-2014-166086,5/7/2014,5/12/2014,Standard Class,CT-11995,OFF-AR-10002578,8.64,3,0.00,2.51
6566,CA-2014-166086,5/7/2014,5/12/2014,Standard Class,CT-11995,FUR-CH-10004675,872.32,4,0.00,244.25
6567,CA-2017-131282,2/5/2017,2/8/2017,Second Class,CB-12025,OFF-BI-10004632,243.99,4,0.80,-426.99
6568,CA-2017-131282,2/5/2017,2/8/2017,Second Class,CB-12025,OFF-AR-10003087,7.12,5,0.20,0.71
6569,CA-2014-100678,4/18/2014,4/22/2014,Standard Class,KM-16720,OFF-AR-10001868,2.69,2,0.20,1.01
6570,CA-2014-100678,4/18/2014,4/22/2014,Standard Class,KM-16720,FUR-CH-10002602,317.06,3,0.30,-18.12
6571,CA-2014-100678,4/18/2014,4/22/2014,Standard Class,KM-16720,OFF-EN-10000056,149.35,3,0.20,50.41
6572,CA-2014-100678,4/18/2014,4/22/2014,Standard Class,KM-16720,TEC-AC-10000474,227.98,3,0.20,28.50
6573,CA-2016-161543,5/10/2016,5/16/2016,Standard Class,RD-19720,OFF-PA-10003971,11.96,2,0.00,5.86
6574,CA-2016-160535,11/25/2016,11/30/2016,Standard Class,BP-11050,OFF-ST-10000689,563.40,4,0.00,67.61
6575,CA-2016-160535,11/25/2016,11/30/2016,Standard Class,BP-11050,TEC-MA-10004255,319.92,8,0.00,118.37
6576,CA-2017-123085,3/3/2017,3/8/2017,Standard Class,EJ-13720,TEC-AC-10000990,1049.44,8,0.00,440.76
