"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"French Polynesia","PYF","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","176534589.603389","215659455.017302","220984369.12915","259590076.293001","242943776.862299","254035999.217197","296613496.873269","325843254.667123","431254103.046477","555337985.682991","690319754.911192","732286143.34291","793193187.41557","1005573294.20763","1215031775.26795","1362151523.68993","1279972866.38172","1286462642.63697","1335895286.3918","1378991403.37881","1507230778.89921","2301514717.29807","2543199148.3893","2687472829.62988","2636461517.1052","3181206304.81549","3267367609.89528","3558215110.24809","3694600399.89225","3522272321.40766","3982374845.92709","3954696873.74892","3567062511.87293","3775160797.38928","3797016068.69688","3447543137.9415","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","301791301.791302","387700084.245998","510259940.720474","793884368.040437","2401403227.44085","2512784033.37828","3284301332.18953","3617580171.76055","4052000412.70087","5633000318.02401","7829094613.07082","8661263763.73626","7596703214.28571","6467582307.69231","6704395824.17582","6153296456.04396","5053021950.54945","5446428681.31868","6038187032.96703","6487912087.91209","7360439423.07692","6883516483.51648","7646153983.51648","7156593653.84615","7374450769.23077","8137911978.02198","9059340384.61539","11297802115.3846","10255495027.4725","12393131868.1319","17759890109.8901","17538461538.4615","19363736263.7363","23533791208.7912","31734065934.0659","44530494505.4945","60882142857.1429","79712087912.0879","115270054945.055","97798351648.3516","125122306346.154","167775268614.037","186833502362.128","198727642979.297","206224598564.624","161739955577.748","151732181857.113","161099122215.307","183334953813.209","175837550996.185","",
"Romania","ROU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","38413636363.6364","40809523809.5238","42105263157.8947","38995454545.4545","28998684210.5263","25121666666.6667","26362894736.8421","30074440483.3837","37435317265.1254","36937074278.3004","35574916294.6429","41694118972.5101","35952781582.2083","37253259016.9976","40394824679.1232","46066101951.2933","57806506024.0964","74972669056.5922","98452791982.7024","122022997508.01","174585202805.233","214313628965.024","174103695930.213","166309355234.589","183326740143.016","170635805316.879","190801346194.297","199959363430.073","177729210874.504","188128818486.401","211695422578.655","241457403085.042","250077444017.084","",
"Russian Federation","RUS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","554713455149.502","506500173960.269","516814274021.956","517962962962.963","460290556900.726","435083713850.837","395077301248.464","395537185734.854","391724890744.498","404928954191.876","270955486862.442","195907128350.934","259710142196.943","306602070620.5","345470494417.863","430347770731.787","591016690742.798","764017107992.391","989930542278.695","1299705764823.62","1660846387624.78","1222644282201.86","1524917468442.01","2045925608274.37","2208295773643.15","2292473246621.08","2059241965490.83","1363481063446.77","1276786979221.81","1574199387070.9","1669583089322.96","1699876578871.35","",
"Rwanda","RWA","GDP (current US$)","NY.GDP.MKTP.CD","119000024","122000016","125000008","128000000","129999994","148799980","124525702.857143","159560018","172200018","188700037","219900006","222952578.196381","246457838.336681","290746157.145921","308458423.183854","571863295.740122","637754162.101094","746650558.55469","905709147.27019","1109346220.52885","1254765349.93185","1407062607.63214","1407242640.23211","1479688125.8852","1587412957.22263","1715625839.17973","1944711061.30888","2157434025.16467","2395493877.51365","2405021932.89997","2550185618.14774","1911600969.76612","2029026704.02707","1971525998.87685","753636370.454545","1293535010.94467","1382334879.40812","1851558301.7002","1989343495.21844","2157288438.49783","2068929591.8205","1966668013.56865","1965903267.63507","2138244785.22473","2376384754.32462","2933282014.74806","3319198499.64737","4069636441.75481","5179108956.46273","5673410333.93145","6124120673.41998","6884889635.54451","7655138385.44374","7819538349.2413","8246166341.35632","8545441361.06541","8697268915.96904","9253098954.27769","9635951159.79293","10354417725.1555","",
"South Asia","SAS","GDP (current US$)","NY.GDP.MKTP.CD","47172093787.3013","50333258390.0247","53723107291.0792","60428041357.0686","69181538977.9248","74298708606.8257","62476963477.0646","68735388740.8182","72041947230.4336","79197830852.5327","85739817096.5706","91198574992.9847","91683239018.08","104815598487.556","126976006269.798","135911848514.718","132651726052.559","153604372185.003","174778829608.019","195756940688.287","236039144469.704","250220927476.369","258876797993.566","274041685077.457","272766689592.131","296607983649.698","314138292882.192","348804397195.786","374801545442.277","378236580071.899","407199618240.665","362272388524.884","384744238020.394","381109482761.827","432336029562.816","479862245751.71","524983483232.182","550725909693.104","558438177755.212","598343804724.095","630429061929.228","645870273837.063","677627487567.085","791002717916.674","917089339402.252","1050585317863.97","1196088039743.31","1504193483987.56","1527472606190.11","1683456769133.31","2060781195903.17","2271837830662.84","2297332203012.9","2357132410757.71","2581822536186.75","2697257705966.27","2923010601938.01","3345716338949.23","3445471615274.75","3591836570466.89","",
"Saudi Arabia","SAU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","4187777711.11111","4485777644.44444","5377268848.52944","7184863276.54536","9664067929.6561","14947491056.4605","45412971909.3794","46773303720.8932","64005623870.3227","74188363505.8532","80265732292.5833","111859726428.738","164541658298.596","184291888767.191","153238991868.875","129171602025.147","119624918956.209","103897892810.979","86962013010.5552","85695941760.0451","88256162068.9725","95344352823.6969","117630271802.48","132223268484.752","137087876662.752","132967901424.382","135174886501.234","143343036351.096","158662398750.805","165963557420.458","146775498092.612","161716960000","189514926222.667","184137469724.863","189605920240.516","215807655244.424","258742263029.008","328459700124.064","376900135720.729","415964583059.205","519796738631.128","429097899279.013","528207332649.536","671238840108.229","735974843348.664","746647127407.619","756350347320.381","654269902888.715","644935541446.453","688586244286.512","786521831571.957","792966838161.659","",
"Sudan","SDN","GDP (current US$)","NY.GDP.MKTP.CD","1307333333.33333","1419333333.33333","1541666666.66667","1568333333.33333","1611333333.33333","1679333333.33333","1723000000","1865666666.66667","1947333333.33333","2144333333.33333","2437666666.66667","2656000000","2882000000","3571666666.66667","4595000000","5598000000","6979333333.33333","8704000000","7670500000","9032250000","7459833333.33333","10016500000","9240000000","8230153846.15385","9701357142.85714","12403733333.3333","15769062500","20155555555.5556","15399166666.6667","15291507936.5079","12408647540.9836","11379222222.2222","7034219712.52567","8881785938.48085","12794192334.2541","13829744878.6366","9018243044.45155","11681494637.3041","11250327988.0478","10682045258.3647","12257418326.0734","13182979783.533","14803189092.7044","17646503525.1743","21457470202.7839","26524538565.7403","35822408611.5588","45898948564.0593","54526580231.5568","49957202646.4102","58167563412.7594","57060450038.1388","52766746152.1786","57730380599.5285","64941713057.3775","74294508239.5524","51772232494.854","45021077955.328","33128480498.7296","30513456084.7961","",
"Senegal","SEN","GDP (current US$)","NY.GDP.MKTP.CD","1003692374.55789","1058975265.58883","1085475573.48959","1122139637.25693","1188930567.71363","1210058396.0603","1246908373.74285","1246480958.51385","1309384830.19071","1245234806.89546","1297407828.60957","1339548823.66855","1620857277.19338","1863398448.32592","2099324949.84605","2830388404.87845","2869777812.41008","2938046307.22894","3280354339.39341","4084878667.85616","4435050396.67262","4021697233.39403","3936758681.58343","3512053232.03566","3425127373.36713","3750056424.49274","5304238012.67971","6381385759.78027","6311054901.48841","6219793532.55875","7237100724.34196","7111252865.84624","7602005274.43616","7189226453.28161","4908415368.782","6176312552.1388","6413189839.20318","5915250258.27977","6368265193.69887","6512207622.19727","5924239700.81588","6174898370.14018","6752510282.95744","8683229268.11979","10167441854.4694","11022821631.8674","11847848224.8947","14285970085.1384","16949789464.5284","16248212852.2153","16230887978.4993","17902207621.6248","17824398468.8858","18965572150.2913","19797254643.1212","17774766636.0459","19040312815.1337","20996564751.5994","23236007428.2582","23578084052.0147","",
"Singapore","SGP","GDP (current US$)","NY.GDP.MKTP.CD","704756304.717104","764634783.744937","826244609.95688","917614007.578727","894159153.273226","974650463.870378","1096432771.46217","1238043904.35123","1425715405.72325","1659904612.57023","1920586698.02692","2263785443.61688","2721440980.75851","3696213333.33333","5221534955.64418","5633673929.99302","6327077974.10703","6618585073.66035","7517176354.84135","9296921723.83465","11896256782.8566","14175228843.6391","16084252378.473","17784112149.5327","19749361097.965","19156532745.7691","18586746056.9974","20919215578.2125","25371462488.1292","30465364738.6206","36144336768.7023","45466164978.2923","52130263965.6231","60603478153.2368","73690847191.3055","87810991957.1046","96295886524.8227","100124191810.345","85728310229.4455","86284660766.9617","96074477958.2367","89794943349.8912","92537752708.5893","97645448283.7791","115035498757.543","127807618360.971","148630373214.173","180941941477.009","193611986712.842","194152286008.938","239809387605.427","279351168707.267","295087220933.024","307576360584.992","314851156183.411","308004146057.608","318652334419.11","341863349989.138","373217081850.534","372062527488.638","",
"Solomon Islands","SLB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","25203524.0325638","28084252.7582748","28606411.398041","","50056882.8213879","40606712.050639","55272108.8435374","84539332.282562","74617096.4785967","83099107.9066357","93147039.2548237","111022089.96223","151270207.852194","177151120.751988","187313261.319237","186386571.928741","175866271.983284","175865588.443118","160048622.366289","142980189.491817","150252084.061299","170948379.351741","167451596.023025","208003796.267004","220274053.337262","260578532.153956","291118988.612479","390107553.016953","458322323.027687","505832211.75415","529204444.564018","458717501.453609","495442425.745644","429169368.625833","424403183.023873","356507823.613087","352522682.156703","397611126.698465","476898763.595798","538668769.301531","620230005.227391","699157190.980782","735940409.683426","846797693.595387","1049952233.25874","1190994126.60431","1284698922.22785","1335538893.33315","1307061543.70981","1378551118.49224","1483758906.61054","1593964162.21314","1589913622.23799","",
"Sierra Leone","SLE","GDP (current US$)","NY.GDP.MKTP.CD","322009471.56704","327834680.557103","342721579.817636","348546952.134368","371848114.747956","359379856.248057","375479849.80806","348795303.000385","329860091.944037","408690163.476065","434410373.764149","419549425.077086","465381089.98454","575230234.387058","648590642.939888","679335901.117451","594895672.333848","691777758.395115","960728338.93643","1109374722.08294","1100685844.92284","1114830471.91787","1295361885.92419","995104305.347075","1087471861.98928","856890498.625834","490181456.62441","701307602.28443","1055083945.37738","932974411.917142","649644826.800447","779981458.921489","679997997.597117","768812334.801762","911915970.683484","870758739.40678","941742152.709895","850218033.622007","672375927.347148","669384768.87263","635874002.198748","1090467712.30773","1253340519.53311","1385810072.19217","1448536630.88143","1650494366.99875","1885112201.85278","2158496872.85796","2505458705.03338","2453899846.88317","2578026297.15912","2942546781.04548","3801862611.36414","4920343194.99339","5015157815.73406","4218723875.1379","3674794530.18956","3739577973.23943","4085114794.22324","4121733705.29165","",
"El Salvador","SLV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","877720000","929520000","976200000","1009760100","1049400000","1132920000","1186120000","1263720000","1442320000","1665880000","1884120100","2328280100","2941640100","3127960000","3463639900","3573959900","3437200200","3399189100","3506347800","3661683400","3800368600","3771663200","3958045800","4189880000","4372215300","4817542204.02673","5252342400","5813399300","6680269200","7679384000","8921947100","9586327800","10221705900","10936669900","11284197000","11784927700","12282533600","12664190300","13243892200","13724810900","14698001400","15999886400","17011750900","17986890000","17601620000","18447920000","20283790000","21386140000","21990970000","22593480000","23438240000","24191440000","24979200000","26117400000","27022640000","",
"San Marino","SMR","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1109098657.57511","1005159388.24397","1077413479.05282","1168269230.76923","1464326160.8154","1723750000","1785847531.40157","1908167105.75837","2185874623.59704","2393437820.41892","2056126701.86163","1881214370.93994","1813752783.96437","1604779647.95066","1678841811.66158","1673973694.69908","1419394771.21029","1468377272.13859","1528630707.49794","1655300872.53427","","",
"Somalia","SOM","GDP (current US$)","NY.GDP.MKTP.CD","180459936.776025","191659914.376034","203531927.547229","216145935.941626","229529912.668035","243724533.172801","257374455.753265","271780364.837811","286718279.690322","306357284.571429","322600009.142857","331102742.193418","416942436.927838","507028428.241662","467577432.247816","710850226.528991","807275808.737093","498550873.043478","564986059.668508","590419855.11811","603592656.822209","699112266.835764","774419569.699066","733901365.935354","788307213.438235","876404617.656501","930318705.332201","1009792724.39772","1038291284.49695","1092392963.199","917044228.012679","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16832598870.0565","21818007448.7896","25676487999.5941","19457979423.376","19388663551.0012","6875845986.52121","12960538723.7591","17120906918.3503","22482365321.7656","26141968161.0924","27683225959.2468","32482070360.3204","43170990616.4729","52194221468.5007","45162894380.9318","41819468691.8251","49258136128.9672","43309252921.0567","48394239474.6762","47062206677.6539","39655958842.5478","40692643373.0327","44179055279.8887","50640650221.4622","51475016532.1293","",
"Sub-Saharan Africa (excluding high income)","SSA","GDP (current US$)","NY.GDP.MKTP.CD","29771852731.4464","30935683296.8991","33516929623.4264","38399587163.8106","37501573294.2324","41763183885.3973","45064561240.1205","44545661526.0204","47643035264.0046","54529946863.6946","64108598237.9985","65224636741.3768","73575157124.0096","94062974556.0789","122993046209.668","135563563710.384","147235990105.443","161711567683.615","178598676371.495","214948417306.002","271473798896.598","379926337998.612","349384549650.847","304081337722.901","265603665980.236","250984254526.523","257342602490.77","293529417721.527","302239227594.395","300358173504.167","337112493414.058","341781432301.438","336820288828.374","313476264601.977","308163166157.316","353458157614.108","364903283403.107","379499085219.785","366098277949.03","370986481789.588","395042771374.781","376898989267.936","411120520926.871","515543114082.224","641980595040.317","763955755426.385","907822754847.589","1053806175216.81","1208269305875.1","1151766667557.46","1365554756048.1","1541363847367.11","1622381989823.82","1728625447634.02","1794595480407.53","1648848763840.87","1526703538849.83","1626990301193.13","1705376028962.5","1751180043654.43","",
"South Sudan","SSD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14586253383.0632","12231264525.0671","14602072410.9506","14907308932.7534","11931472169.4915","18426469016.9492","13962212847.4576","11997800760.2242","","","","","",
"Sub-Saharan Africa","SSF","GDP (current US$)","NY.GDP.MKTP.CD","29922675704.17","31091393770.8339","33685725733.7449","38592341348.3448","37691842856.9157","41973341059.1848","45290888058.8409","44769808089.4888","47880850987.11","54799964810.7455","64425030080.1132","65550163635.7961","73948909000.1389","94538254240.7123","123608799827.105","136242540797.325","147970482171.746","162585763201.372","179697503231.663","216285794210.635","272705962366.044","381121992902.478","350519103699.085","305247138374.959","266739053360.487","252181962444.314","258985016648.132","295636868778.437","304643909582.569","302833453507.927","340127469754.439","345010172615.458","340483772508.212","317223871236.887","312223643151.273","358023546960.156","369849212686.229","384265406886.704","370894769955.3","375973817003.885","400342778834.955","382158344977.458","416682693415.181","522089123809.794","649419157844.766","771369366390.621","915864936162.207","1062984321742.22","1219226086445.39","1161741728869.48","1376526185708.73","1553945789839.36","1635107344173.13","1742079222307.12","1808737756281.44","1661914707751.22","1540370434904.87","1641784086541.64","1721156393779.71","1766941400078.09","",
"Small states","SST","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","7898549224.46299","8885713985.8965","10470924561.9851","13048166818.5721","20268409666.481","23072577154.2637","26337536932.6428","29909227792.16","32157336025.8369","39906626209.1768","53094804186.2651","54860722821.0554","54600774544.0707","52824363574.9009","52339459037.438","50416325425.2166","49485674262.7505","56524663669.1478","62247931397.0854","64759395635.0638","74985438895.2482","76534592203.607","81459878590.2518","80283348960.7622","84391851251.3091","95802399591.0365","101857532422.14","108925574388.822","108762264387.918","116575795380.672","128940492753.888","129495885098.418","138586546608.736","165748524808.416","199540357173.647","237700940964.622","276672527431.111","331944502266.666","399736143206.891","342584652761.494","393568405926.432","474361335043.012","494659019625.889","514336807607.286","530544302530.388","452652416568.461","445068532250.106","480558936881.719","528052950897.02","520457174770.632","",
"Sao Tome and Principe","STP","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75951210.6852445","85171308.1654435","102085583.465275","114582561.627097","136450274.673234","142775597.255916","149146423.083742","188021190.592847","187820464.571058","196652166.278474","231488665.218885","250680453.148915","300553785.023867","346527949.761506","316065369.885019","345495358.376319","375614556.382313","412261829.648576","418637388.988052","",
"Suriname","SUR","GDP (current US$)","NY.GDP.MKTP.CD","99650000","107700000","116150000","125950000","134400000","154150000","190350000","220700000","241350000","259650000","274900000","301000000","311950000","339450000","409850000","465500000","505500000","641500000","735500000","782500000","795000000","889000000","915000000","883500000","864000000","873000000","891000000","980000000","1161000000","542600000","388400000","448100000","404600000","428764705.882353","605492537.313433","691590497.737557","861411471.321696","926422500","1110850000","886290697.674419","947671969.69697","834279357.798165","1093574468.08511","1274190311.41869","1484092538.40527","1793388732.29125","2626380435.17877","2936612021.85792","3532969034.60838","3875409836.06557","4368398047.64333","4422276621.78703","4980000000","5145757575.75758","5240606060.60606","4787367928.11777","3128953536.91038","3216207914.31281","3464656616.41541","3697371949.58434","",
"Slovak Republic","SVK","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12747380650.0762","14272201755.4704","15495514296.8042","16520676973.5301","20162936291.375","25840146405.2288","27925036755.3866","27706028095.6157","29856000671.216","30453383763.0514","29169953012.7142","30752150335.5705","35130340673.8189","46816589164.7856","57332015147.7527","62785305310.2848","70708098105.6329","86454081576.7862","100469509301.304","89046289247.0131","90310718349.0156","99122802874.1718","94534730680.6023","98848641554.6311","101189715749.374","88467555243.7256","89655253976.4258","95494424978.5166","105701930962.982","105079673009.733","",
"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18198199152.5424","13263686956.5217","13101055424.5283","13258920634.9206","15049620465.1163","21352224019.4096","21507232648.7252","20763101740.6963","22146231967.6861","22711384311.1404","20289627636.6767","20876309970.385","23489890274.3142","29634713641.0968","34414784504.2352","36206395970.6504","39481045038.2637","48006372844.2376","55552509154.8264","50368056404.5568","48161250405.2468","51516366654.8197","46580457470.2769","48401896808.3064","49930685013.4603","43090173394.6913","44736333522.4522","48586603447.6954","54161636034.6517","54174227308.8862","",
"Sweden","SWE","GDP (current US$)","NY.GDP.MKTP.CD","15822585033.5764","17212686614.5726","18667251380.0746","20204870629.7441","22532416750.0125","24795499685.775","26971486546.2848","29275995674.6888","31066819929.2853","33738102482.1558","38092452060.6201","41566412922.6087","48954145808.8359","59404966684.2214","66013338964.725","82885397620.5385","89362071672.9034","94468740851.4816","104442351222.751","123386410160.715","142092068280.689","129686938223.328","114380557730.876","105014356666.797","109201362581.3","114123537581.794","150498057723.623","183009638350.893","206986674500.588","217948315624.564","261846194498.885","274229034311.699","284321115594.629","212953336588.123","229033566614.826","267305875261.099","291743811512.079","268146144677.73","270809066780.714","274072182416.731","262835454366.855","242395852494.409","266849061835.659","334337212322.076","385118044877.465","392218088878.779","423093437423.762","491252589217.021","517706149201.196","436537014293.554","495812558843.31","574094112972.733","552483727282.802","586841821796.891","581964017237.095","505103781349.757","515654671469.547","541018749769.097","555455371487.089","530883869004.977","",
"Eswatini","SWZ","GDP (current US$)","NY.GDP.MKTP.CD","35076158.4768305","43025199.4960101","45927061.4587708","54128377.4324513","64979280.4143917","70278594.4281114","76858462.8307434","74758504.8299034","79798404.0319194","105417891.642167","112137757.244855","136465324.384787","146741251.46351","221902017.291066","264311994.113319","288302907.369844","272539098.436063","304047838.086477","340616375.344986","412093133.760988","542000513.610683","571542674.577818","537575980.843618","555336145.767884","494475699.857656","361014890.45841","449146608.315098","584135559.921414","692016714.317132","696915430.663057","1114703088.1614","1156141998.33412","1284766234.2216","1357206995.74624","1419293454.99606","1698982437.76019","1602760100.48147","1716699913.19444","1576904292.4588","1547884442.26205","1738100853.05052","1542477355.35654","1432228172.702","2197612767.195","2770082822.46579","3178126554.80949","3291353806.39445","3469363925.39813","3294093364.16017","3580417161.33448","4438778547.23269","4820499497.32134","4886658806.33374","4597702903.12892","4422304974.7989","4062660889.82685","3816018484.52711","4402972999.53486","4665424249.06156","4471598726.6436","",
"Sint Maarten (Dutch part)","SXM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","936089385.47486","985865921.787709","1022905027.93296","1245251396.64804","1253072625.69832","1263687150.83799","1191620111.73184","1185474860.3352","","",
"Seychelles","SYC","GDP (current US$)","NY.GDP.MKTP.CD","12012025.2477875","11592024.3649283","12642026.5718964","13923029.2643975","15393032.3541529","15603032.7955465","16443034.5611211","16632032.8140183","16074027.3496039","16452027.9927637","18432031.3616959","21965951.7213048","30645121.0129499","36896278.2235629","43134498.6929657","47803145.9560303","49278979.5471457","64526398.6585361","85552369.914184","127261099.24396","147357222.779802","154902869.02139","147912069.76575","146712850.509248","151313241.982492","168887539.130818","207850623.637094","249267039.782675","283828769.029925","304832867.393246","368584758.942457","374359556.084926","433667193.814795","473916819.453826","486451204.557142","508221508.221508","503068472.20266","562958836.519905","608369282.225727","622985493.682733","614879764.780006","622262057.191635","697518248.175182","705704816.042365","839319927.272727","919103254.545455","1016418229.25159","1033561654.0568","967199593.960157","847397850.094417","969936525.298729","1065826669.89742","1060226125.62616","1328157608.83087","1343007845.04468","1377495054.04127","1426651768.82189","1524486800.36049","1586008999.74841","1703387387.32319","",
"Syrian Arab Republic","SYR","GDP (current US$)","NY.GDP.MKTP.CD","857704431.686497","945244992.211306","1110565863.53737","1200447429.35563","1339494290.42432","1472036550.70992","1342287556.59602","1580229795.10881","1753746369.66049","2245011571.98652","2140383695.94618","2589851693.01656","3059682162.06566","3239488104.60091","5159557176.25012","6826980766.8048","7633528920.63247","7696011359.94156","9275203105.57946","9929682184.32718","13062421024.9337","15518199247.3393","16298905397.0701","17589184556.6946","17503082982.2832","16403544510.5268","13293209270.1036","11356215712.9326","10577042354.799","9853396225.58749","12308624283.9787","12981833333.3333","13253565898.9558","13695962019.2084","10122020000","11396706586.8263","13789560878.2435","14505233968.8716","15200846138.4615","15873875968.9922","19325894913.1254","21099833783.503","21582248881.6592","21828144686.0394","25086930693.0693","28858965517.2414","33332844574.7801","40405006007.2086","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","358744800","366707900","409753600","485598800","578645800","721891500","773489700","862683600","703175800","686787800","728789600","727161000","754238000","841070000","942070000","1032452000","1022365000","1113178000","1197415000","",
"Chad","TCD","GDP (current US$)","NY.GDP.MKTP.CD","313582727.638056","333975336.626541","357635713.876922","371767002.655998","392247517.602016","416926302.963509","432794922.459835","449826322.995072","453980096.654503","471635620.924431","469266736.605177","501866730.722561","585427545.723712","647199482.828061","652532796.066703","864602103.303151","866044961.048205","935360466.351397","1113920122.61212","1004316495.11165","1033002401.82546","876937559.725038","834369860.427292","832415805.956327","919103735.322921","1033069709.99507","1067828247.23577","1163426850.65015","1482597298.88718","1433686309.83642","1738605558.05432","1877138041.64308","1881847676.80752","1463251055.40068","1179837954.72193","1445919969.89272","1607345450.04578","1544689502.82472","1744794457.276","1534673583.2487","1385058161.76746","1710843360.64955","1997005786.54118","2742815194.54993","4422855929.21428","6649307057.03314","7428701809.40597","8650138068.63161","10393834720.852","9290728773.35723","10668102734.8132","12172309522.6171","12367363677.6199","12953535495.8781","13940768065.6063","10950392219.9104","10097778353.7651","10000395242.1457","11239167048.4916","11314951342.7807","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP (current US$)","NY.GDP.MKTP.CD","80085561989.2309","70301238601.3124","64421096117.801","69759105794.4112","80878580271.2894","94386870181.3123","103327675299.249","100121257283.991","101055371930.448","113474526935.963","126494184441.003","136032358029.714","154323052449.883","194300612741.935","219207654167.597","246436214391.092","250134398827.125","289049846926.294","279830935553.207","324133250599.27","374017551991.306","399113141306.517","418867238779.635","439516778714.456","477048691388.873","522810570520.894","521335708609.515","514883200741.481","571029342510.854","617141495418.243","661517291876.855","717930437416.282","804509437011.253","883230905290.798","1062532808997.49","1311464651071.93","1506360913375.56","1560312456557.42","1430086413237.07","1573135221602.72","1734177689101.71","1844991054266.19","2041983928665.9","2311083184848.66","2679710936966.26","3103948975401.35","3738255197464.22","4726030822501.4","5979086727115.7","6483400886258.56","7859511724477.03","9601739619657.9","10706984951239.6","11812889074004.2","12737160518776.3","13269125320570.9","13549821527676.3","14807652296163.7","16562482144146.1","17118925821623.1","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","989240933184.854","960403970611.65","1020717699700.85","1008560404828.32","944230607256.612","931262358904.322","837449068160.812","925228450492.815","951055311620.537","980899779879.143","948233592920.813","821969749739.434","893549607696.722","909478757971.1","1022132546046.19","1256700293087.42","1627198153712.75","2037430488185.07","2463526249479.48","3167454621115.6","3920731370125.82","3110449206866.98","3651001925416.83","4434427545701.15","4629810866328.25","4909028677073.55","4641837066255.72","3621705460711.79","3485578750338.62","3908497177205.46","4082389169975.06","4155157371202.28","",
"Togo","TGO","GDP (current US$)","NY.GDP.MKTP.CD","121128073.114022","126396469.707058","132237441.630863","143255784.510751","166104067.630043","187300336.365369","216136263.912497","231706475.464114","241956910.658103","267732446.378413","253976626.166639","286537524.990331","335677636.893737","406479906.159652","560437742.594972","617321669.390877","619375134.18051","777435020.475847","824263841.539264","891775906.631014","1136408814.19692","962347000.991788","821651918.724626","765746590.616849","718148959.610872","762359722.701402","1060911735.26065","1249099130.02277","1378847487.41137","1352949662.75172","1628427515.41881","1602299862.9243","1692959110.18022","1233496846.33493","982624324.505898","1309382885.33029","1465448290.34132","1498950899.08774","1587345950.9743","1576094566.48548","1488185772.47585","1481141849.98469","1698678686.38235","2111093197.99043","2255942249.33218","2280575830.08337","2349495620.59025","2659095101.10026","3310277926.58997","3365711796.38206","3429461495.41335","3872459249.74631","3873308389.30006","4321655656.33177","4574986536.90791","4180866177.03946","4486979198.3066","4819949975.26077","5364369025.63973","5490272413.38702","",
"Thailand","THA","GDP (current US$)","NY.GDP.MKTP.CD","2760747471.88624","3034043574.06071","3308912796.93487","3540403456.55305","3889129942.30769","4388937649.03846","5279230817.30769","5638461442.30769","6081009427.88461","6695336567.30769","7086538437.5","7375000024.03846","8177884552.88461","10838587357.7466","13703000530.0587","14882747955.0328","16985211146.0238","19779315170.0237","24006570178.1561","27371699082.7126","32353440726.8856","34846107862.3673","36589797857.4006","40042826244.2337","41797592963.4424","38900692712.1496","43096746122.4614","50535438696.4094","61667199834.7428","72250877410.3183","85343063965.9182","98234695722.0341","111452869378.467","128889318946.587","146683499005.964","169278753531.98","183035114648.4","150180619366.605","113675561057.462","126669064386.717","126392233706.79","120296476180.402","134300851255.002","152280677649.055","172895749632.046","189318549680.384","221758196504.936","262942476722.425","291382991177.698","281710416557.292","341104820155.464","370819140946.553","397558222957.17","420333203150.426","407339361695.577","401295941041.296","413430123185.367","456294704152.647","506514103905.268","543548969968.693","",
